label,x0,y0,z0,x1,y1,z1,x2,y2,z2,x3,y3,z3,x4,y4,z4,x5,y5,z5,x6,y6,z6,x7,y7,z7,x8,y8,z8,x9,y9,z9,x10,y10,z10,x11,y11,z11,x12,y12,z12,x13,y13,z13,x14,y14,z14,x15,y15,z15,x16,y16,z16,x17,y17,z17,x18,y18,z18,x19,y19,z19,x20,y20,z20,x21,y21,z21,x22,y22,z22,x23,y23,z23,x24,y24,z24,x25,y25,z25,x26,y26,z26,x27,y27,z27,x28,y28,z28,x29,y29,z29,x30,y30,z30,x31,y31,z31,x32,y32,z32
wave,0.5670747756958008,0.44228994846343994,-1.3256902694702148,0.5855908393859863,0.37266385555267334,-1.2734063863754272,0.5987181067466736,0.37325215339660645,-1.272219181060791,0.6108155250549316,0.37453126907348633,-1.2718183994293213,0.539277195930481,0.3754390478134155,-1.272672414779663,0.5230079889297485,0.37709736824035645,-1.272497296333313,0.5077794790267944,0.3797804117202759,-1.2716354131698608,0.6274743676185608,0.4056673049926758,-0.9158600568771362,0.4865928590297699,0.4073624610900879,-0.9234133958816528,0.5924072861671448,0.5000524520874023,-1.1907097101211548,0.5386523008346558,0.4979294538497925,-1.193335771560669,0.7372920513153076,0.7587253451347351,-0.6309792399406433,0.37307530641555786,0.6946452260017395,-0.6476591229438782,0.819736659526825,1.2813098430633545,-0.5916839241981506,0.13858118653297424,0.9482165575027466,-1.072820782661438,0.8251670002937317,1.5544779300689697,-0.9018511176109314,0.1621726155281067,0.5697513818740845,-1.652198314666748,0.8525110483169556,1.6512683629989624,-0.9572938084602356,0.15919002890586853,0.4220932722091675,-1.7835416793823242,0.8155831694602966,1.6643354892730713,-1.0098415613174438,0.19261384010314941,0.399843692779541,-1.715773582458496,0.7978727221488953,1.6241214275360107,-0.9404506087303162,0.21220850944519043,0.4550495147705078,-1.6546809673309326,0.61528080701828,1.5161465406417847,0.02923036925494671,0.401520311832428,1.4893481731414795,-0.02149258367717266,0.6105101704597473,2.176527500152588,0.06460200995206833,0.39869871735572815,2.1480355262756348,-0.11208663135766983,0.5955703854560852,2.7224740982055664,0.8164998888969421,0.3780279755592346,2.692307949066162,0.47804105281829834,0.5961945056915283,2.818329334259033,0.895422101020813,0.37048235535621643,2.784147262573242,0.5298401117324829,0.5582893490791321,2.9351096153259277,0.6031873226165771,0.4099964499473572,2.9084067344665527,0.16766169667243958
wave,0.5709143280982971,0.44154977798461914,-1.4170032739639282,0.5876265168190002,0.3711191415786743,-1.3648512363433838,0.6000391244888306,0.3706749677658081,-1.363728642463684,0.6115834712982178,0.3709850311279297,-1.3633677959442139,0.5435113906860352,0.37612271308898926,-1.3657152652740479,0.5257969498634338,0.378268837928772,-1.36555016040802,0.510784924030304,0.38086962699890137,-1.3647664785385132,0.6272870898246765,0.4015313386917114,-0.9953866004943848,0.4871177673339844,0.40830790996551514,-1.0117428302764893,0.5946150422096252,0.49726855754852295,-1.2756685018539429,0.5419014692306519,0.4979151487350464,-1.2812035083770752,0.7396475672721863,0.7698208689689636,-0.6797692775726318,0.36760973930358887,0.6950096487998962,-0.7193548083305359,0.8148790597915649,1.3173714876174927,-0.6046092510223389,0.12660101056098938,0.96236652135849,-1.139426827430725,0.8174644708633423,1.569570541381836,-0.9078373312950134,0.17603406310081482,0.5802885293960571,-1.736891508102417,0.8420851826667786,1.661224603652954,-0.9669808745384216,0.16829901933670044,0.43289339542388916,-1.8734676837921143,0.80859375,1.6680870056152344,-1.018550157546997,0.20101594924926758,0.41370534896850586,-1.8027639389038086,0.7907894253730774,1.6293138265609741,-0.9455713629722595,0.2180292308330536,0.46301794052124023,-1.7363547086715698,0.643673300743103,1.5540560483932495,0.03898653760552406,0.39751100540161133,1.508616328239441,-0.03135043755173683,0.611766517162323,2.2069344520568848,0.19845692813396454,0.3963295519351959,2.1952033042907715,0.031048031523823738,0.5928268432617188,2.743227481842041,1.0716296434402466,0.36974817514419556,2.721698760986328,0.7140631675720215,0.5908864736557007,2.8372325897216797,1.1627928018569946,0.3611595630645752,2.8083949089050293,0.7750059366226196,0.5576163530349731,2.960613250732422,0.8787272572517395,0.4055778384208679,2.945296287536621,0.40805312991142273
wave,0.572708010673523,0.444968581199646,-1.503234624862671,0.5887260437011719,0.37500572204589844,-1.453852653503418,0.6009231209754944,0.37460875511169434,-1.452752947807312,0.6123842597007751,0.3750096559524536,-1.4524272680282593,0.5463138222694397,0.378939151763916,-1.4559977054595947,0.5287803411483765,0.38059699535369873,-1.4559062719345093,0.5133261680603027,0.38263893127441406,-1.4551522731781006,0.6268758773803711,0.402965784072876,-1.0797852277755737,0.48871347308158875,0.4073929786682129,-1.0986218452453613,0.5962165594100952,0.5003284215927124,-1.3568751811981201,0.5437707304954529,0.4986429214477539,-1.3633652925491333,0.7361555099487305,0.7559680938720703,-0.7438135147094727,0.36745643615722656,0.6886900663375854,-0.7887601852416992,0.8153078556060791,1.2789340019226074,-0.6929985880851746,0.12876948714256287,0.9984411001205444,-1.2199863195419312,0.8181337118148804,1.530833125114441,-1.0338808298110962,0.1675209105014801,0.5971550345420837,-1.8558772802352905,0.8437321782112122,1.6216918230056763,-1.0991361141204834,0.16312932968139648,0.442254900932312,-2.000091075897217,0.8095502257347107,1.6291180849075317,-1.150997519493103,0.19983434677124023,0.4264572858810425,-1.9318088293075562,0.7910926342010498,1.592211127281189,-1.0717488527297974,0.2181347906589508,0.4733552932739258,-1.8555320501327515,0.6403321623802185,1.5241450071334839,0.026137294247746468,0.39577555656433105,1.4858893156051636,-0.01861066371202469,0.6072423458099365,2.1690406799316406,0.1615145355463028,0.39313623309135437,2.163964033126831,0.08472120761871338,0.5936920642852783,2.7192554473876953,1.004664421081543,0.37427812814712524,2.679548501968384,0.8110315799713135,0.5945314764976501,2.813350200653076,1.0918872356414795,0.3680190443992615,2.7618823051452637,0.8758887648582458,0.5516460537910461,2.937227725982666,0.7824327349662781,0.4084450602531433,2.9029014110565186,0.510549783706665
wave,0.5619073510169983,0.436062216758728,-1.4684820175170898,0.5813729166984558,0.3674739599227905,-1.421733021736145,0.5947649478912354,0.3679518699645996,-1.420911431312561,0.6072738170623779,0.3694826364517212,-1.4206680059432983,0.5363008975982666,0.3697218894958496,-1.4219821691513062,0.5203257203102112,0.3714078664779663,-1.4220280647277832,0.5059748888015747,0.37397992610931396,-1.4213467836380005,0.6255662441253662,0.4029715061187744,-1.0585192441940308,0.48537537455558777,0.4046062231063843,-1.0679932832717896,0.587833046913147,0.49703001976013184,-1.3256242275238037,0.5349730253219604,0.4938617944717407,-1.3295084238052368,0.7386124134063721,0.7632889151573181,-0.7366666197776794,0.3687576651573181,0.6891503930091858,-0.7724438905715942,0.8217047452926636,1.2861427068710327,-0.6829580664634705,0.12560108304023743,0.9597469568252563,-1.204126238822937,0.8157075643539429,1.5298361778259277,-1.0116597414016724,0.16735845804214478,0.5870272517204285,-1.8299942016601562,0.838136613368988,1.6171021461486816,-1.079063892364502,0.1617380976676941,0.4321722984313965,-1.9752085208892822,0.8036571741104126,1.6208817958831787,-1.1288851499557495,0.19819021224975586,0.4165353775024414,-1.9025052785873413,0.7852743864059448,1.5874212980270386,-1.0480724573135376,0.21951428055763245,0.46617019176483154,-1.827544927597046,0.6394550204277039,1.5442911386489868,0.02771775610744953,0.3946666717529297,1.5032161474227905,-0.020383937284350395,0.6093718409538269,2.1828572750091553,0.26339906454086304,0.3938845992088318,2.1847152709960938,0.1707591861486435,0.5900613069534302,2.713268280029297,1.1861213445663452,0.3702930212020874,2.6965110301971436,0.9376899003982544,0.5887773633003235,2.800480365753174,1.2813081741333008,0.36524397134780884,2.776616096496582,1.0070929527282715,0.5508306622505188,2.939711570739746,0.9910082817077637,0.3959471583366394,2.923931121826172,0.6490460634231567
wave,0.5665009617805481,0.4399900436401367,-1.4509952068328857,0.5849316716194153,0.37225258350372314,-1.3976635932922363,0.5968043208122253,0.37239038944244385,-1.3966163396835327,0.6079488396644592,0.3735480308532715,-1.3962563276290894,0.5422996878623962,0.37274396419525146,-1.4017995595932007,0.5251978635787964,0.37321650981903076,-1.4018323421478271,0.5107921957969666,0.37451374530792236,-1.4011480808258057,0.6232073903083801,0.40479576587677,-1.0127787590026855,0.48944389820098877,0.40071940422058105,-1.039296269416809,0.5890682935714722,0.5000290870666504,-1.3024067878723145,0.5379238128662109,0.4948693513870239,-1.3112514019012451,0.7298934459686279,0.7559111714363098,-0.6846909523010254,0.365463525056839,0.6729616522789001,-0.7315607070922852,0.8056117296218872,1.2293845415115356,-0.6314480900764465,0.12517529726028442,0.9460214972496033,-1.1621968746185303,0.7947955131530762,1.4363325834274292,-0.9648213982582092,0.17013245820999146,0.5806093215942383,-1.802384853363037,0.8152575492858887,1.5130538940429688,-1.028346061706543,0.16529345512390137,0.44045841693878174,-1.9493584632873535,0.7828771471977234,1.5168235301971436,-1.0798332691192627,0.19974622130393982,0.42070305347442627,-1.8831528425216675,0.7667303085327148,1.4882407188415527,-1.0020489692687988,0.21875306963920593,0.4697136878967285,-1.804105281829834,0.6060299873352051,1.4993464946746826,0.02785339020192623,0.38998299837112427,1.4669404029846191,-0.020123090595006943,0.6031237244606018,2.127774953842163,0.09915533661842346,0.389407753944397,2.1376709938049316,0.04995602369308472,0.5937706828117371,2.6866602897644043,0.8784183263778687,0.375823438167572,2.6603012084960938,0.7303213477134705,0.5958895683288574,2.7808079719543457,0.9585918188095093,0.37053558230400085,2.742694854736328,0.7900235056877136,0.5526379942893982,2.8962292671203613,0.6426853537559509,0.406887948513031,2.873018264770508,0.42311927676200867
wave,0.5658815503120422,0.4462127685546875,-1.510709524154663,0.5853126049041748,0.3783903121948242,-1.4597033262252808,0.5975610017776489,0.378665566444397,-1.4587011337280273,0.608967661857605,0.37990736961364746,-1.4582939147949219,0.5395000576972961,0.3786940574645996,-1.4613521099090576,0.5226119160652161,0.3787088394165039,-1.461349606513977,0.5079282522201538,0.3797534704208374,-1.4606491327285767,0.6249251365661621,0.4122432470321655,-1.0859923362731934,0.48757225275039673,0.40743255615234375,-1.0998725891113281,0.5886133313179016,0.5031446218490601,-1.365402102470398,0.5359763503074646,0.500296950340271,-1.370776653289795,0.7364082336425781,0.7669910788536072,-0.7623040080070496,0.36621540784835815,0.6926308274269104,-0.793245792388916,0.8117075562477112,1.2996318340301514,-0.7480514049530029,0.1236695647239685,1.1112724542617798,-1.2315596342086792,0.7734687924385071,1.4354443550109863,-1.1065125465393066,0.16902953386306763,0.6263875961303711,-1.8973195552825928,0.7869673371315002,1.4961146116256714,-1.1759281158447266,0.16409260034561157,0.47855710983276367,-2.0450119972229004,0.7511419653892517,1.494228482246399,-1.208482027053833,0.1999419927597046,0.45050549507141113,-1.978485345840454,0.7371426820755005,1.4672406911849976,-1.1369954347610474,0.21606475114822388,0.4950721263885498,-1.8981770277023315,0.6104865074157715,1.5087158679962158,0.03378767892718315,0.39005526900291443,1.485029935836792,-0.02568044327199459,0.6023141741752625,2.1683640480041504,0.1320619434118271,0.38645899295806885,2.159785270690918,-0.01766354776918888,0.5851327180862427,2.6998050212860107,0.9381656050682068,0.3610669672489166,2.673413038253784,0.6558802127838135,0.5851414203643799,2.792654037475586,1.022708535194397,0.3525540232658386,2.7564072608947754,0.7169702053070068,0.541447103023529,2.911909580230713,0.7101961970329285,0.3979189693927765,2.8932993412017822,0.3443180024623871
wave,0.5658974051475525,0.44891858100891113,-1.6041024923324585,0.5858345031738281,0.37831199169158936,-1.5546882152557373,0.5989139676094055,0.3782362937927246,-1.5537340641021729,0.6105608940124512,0.37900280952453613,-1.5534106492996216,0.5379254221916199,0.380967378616333,-1.555941104888916,0.5221448540687561,0.38121187686920166,-1.5560234785079956,0.5079126954078674,0.3820924758911133,-1.5553561449050903,0.6276684403419495,0.4091297388076782,-1.1727039813995361,0.48773205280303955,0.40689408779144287,-1.1839618682861328,0.5914157032966614,0.5056549310684204,-1.4529832601547241,0.5361127257347107,0.5030524730682373,-1.4575632810592651,0.7420524954795837,0.7690178751945496,-0.8326171040534973,0.3668891191482544,0.7080710530281067,-0.8657039403915405,0.8190324306488037,1.3266260623931885,-0.8019606471061707,0.09951582551002502,1.128159761428833,-1.304477572441101,0.7792750000953674,1.4482523202896118,-1.150286078453064,0.15503188967704773,0.6087653040885925,-1.9663971662521362,0.7936234474182129,1.5059561729431152,-1.22758150100708,0.14982274174690247,0.46031808853149414,-2.1154747009277344,0.7585887908935547,1.5011868476867676,-1.2586371898651123,0.18921253085136414,0.4299684762954712,-2.048053741455078,0.7433444261550903,1.4761325120925903,-1.1809017658233643,0.204634428024292,0.4775419235229492,-1.9665340185165405,0.6162754893302917,1.5587719678878784,0.033732421696186066,0.3895846903324127,1.5332388877868652,-0.025449154898524284,0.6093335151672363,2.2330641746520996,0.19321489334106445,0.3858656883239746,2.2153964042663574,0.01584903709590435,0.5898705720901489,2.76606822013855,1.054032564163208,0.3572404682636261,2.740330934524536,0.7282596230506897,0.5892384648323059,2.8574295043945312,1.1453287601470947,0.34701573848724365,2.823511838912964,0.7953694462776184,0.5434140563011169,2.9887218475341797,0.8322747945785522,0.39741843938827515,2.9711313247680664,0.41845712065696716
wave,0.5768405795097351,0.4416314363479614,-1.1558421850204468,0.592139720916748,0.3696233034133911,-1.1016511917114258,0.6026335954666138,0.3688417673110962,-1.1005299091339111,0.6126694679260254,0.3694359064102173,-1.1000736951828003,0.5506007671356201,0.375360369682312,-1.1028743982315063,0.5334100723266602,0.37706589698791504,-1.1026519536972046,0.5187941193580627,0.378737211227417,-1.101836085319519,0.6234585046768188,0.39929187297821045,-0.7495530843734741,0.49669474363327026,0.4002654552459717,-0.7685109376907349,0.5985295176506042,0.4978601932525635,-1.0249555110931396,0.5458309650421143,0.4981412887573242,-1.0313098430633545,0.7335785031318665,0.7579374313354492,-0.4788059592247009,0.37578195333480835,0.694147527217865,-0.5208349823951721,0.8071916699409485,1.2708247900009155,-0.461905837059021,0.12854298949241638,0.9485566020011902,-0.9646517038345337,0.8129537105560303,1.5435163974761963,-0.8233768343925476,0.15732493996620178,0.566670298576355,-1.5936815738677979,0.8379306793212891,1.6423059701919556,-0.8837566375732422,0.1359071135520935,0.4199901819229126,-1.7303123474121094,0.8036580085754395,1.6506060361862183,-0.9351511597633362,0.17496523261070251,0.39544618129730225,-1.6633695363998413,0.786279559135437,1.610243320465088,-0.8630799055099487,0.19489938020706177,0.4456099271774292,-1.5968257188796997,0.616485059261322,1.5300240516662598,0.04123111069202423,0.3999491035938263,1.501272201538086,-0.03333183750510216,0.6086564064025879,2.1776859760284424,0.06499557197093964,0.3935425579547882,2.1629374027252197,-0.03518347442150116,0.5899661183357239,2.7292239665985107,0.8363460898399353,0.3686274588108063,2.7038896083831787,0.5770386457443237,0.5888575315475464,2.8263468742370605,0.9160975217819214,0.3603140115737915,2.794712543487549,0.6290637254714966,0.5557228326797485,2.941547393798828,0.6349238753318787,0.4014135003089905,2.9218101501464844,0.2766275107860565
wave,0.5659902095794678,0.43768298625946045,-1.4761523008346558,0.5840524435043335,0.3644188642501831,-1.4249335527420044,0.596250057220459,0.36370182037353516,-1.4238706827163696,0.6072455644607544,0.36260056495666504,-1.423567771911621,0.5383565425872803,0.37013471126556396,-1.426426887512207,0.5221102237701416,0.3720160722732544,-1.4263582229614258,0.5073959827423096,0.37467479705810547,-1.425546407699585,0.6235480308532715,0.39747142791748047,-1.0502046346664429,0.4864489436149597,0.40342259407043457,-1.0637843608856201,0.5898206233978271,0.4968205690383911,-1.3297886848449707,0.5361554026603699,0.49695324897766113,-1.3348708152770996,0.7375848293304443,0.7523900866508484,-0.7127435207366943,0.3704863488674164,0.7057779431343079,-0.7643831968307495,0.8212082386016846,1.3048372268676758,-0.6222637295722961,0.14256992936134338,1.052638053894043,-1.1992368698120117,0.8095027208328247,1.5121153593063354,-0.9516043066978455,0.1676555573940277,0.5957815647125244,-1.8836512565612793,0.8313325047492981,1.5922960042953491,-1.0167710781097412,0.16189897060394287,0.43748509883880615,-2.0350093841552734,0.7956134080886841,1.5967140197753906,-1.066339135169983,0.19260695576667786,0.4204890727996826,-1.9704067707061768,0.778241753578186,1.5621484518051147,-0.987890362739563,0.21054008603096008,0.4603921175003052,-1.885167121887207,0.6172196865081787,1.5330047607421875,0.03549221158027649,0.40177401900291443,1.5189288854599,-0.027459412813186646,0.620198667049408,2.211581230163574,0.2330407351255417,0.3986446261405945,2.2058935165405273,0.0819084569811821,0.6029413342475891,2.747121810913086,1.1558583974838257,0.37499621510505676,2.7295470237731934,0.8262847661972046,0.6025565266609192,2.8395116329193115,1.2523518800735474,0.3668231964111328,2.8141283988952637,0.8939831852912903,0.5623025894165039,2.968939781188965,0.9572322368621826,0.4140894114971161,2.955490827560425,0.5257855653762817
wave,0.5656801462173462,0.43667399883270264,-1.4589875936508179,0.582392156124115,0.3636765480041504,-1.409088134765625,0.5948510766029358,0.3627948760986328,-1.4081679582595825,0.6060292720794678,0.3630317449569702,-1.4079042673110962,0.5368083715438843,0.367287278175354,-1.4129173755645752,0.52042156457901,0.36825883388519287,-1.4130362272262573,0.505923330783844,0.37003207206726074,-1.4123637676239014,0.6207077503204346,0.3946489095687866,-1.0426732301712036,0.48200932145118713,0.39872121810913086,-1.0661078691482544,0.5888574123382568,0.49297308921813965,-1.3159362077713013,0.537562370300293,0.49119579792022705,-1.3239233493804932,0.7291494607925415,0.7502415776252747,-0.734207808971405,0.364338755607605,0.6884177923202515,-0.7785682678222656,0.7998182773590088,1.276307463645935,-0.7123539447784424,0.11862340569496155,1.1094231605529785,-1.2404316663742065,0.764927864074707,1.4224079847335815,-1.0550518035888672,0.19516757130622864,0.5866808891296387,-1.8560932874679565,0.7798956632614136,1.483286738395691,-1.1315295696258545,0.1942651867866516,0.433022141456604,-1.9965434074401855,0.7469483017921448,1.4811152219772339,-1.1537238359451294,0.22576957941055298,0.4177262783050537,-1.91648268699646,0.7307021617889404,1.4569512605667114,-1.0821467638015747,0.24553650617599487,0.4661285877227783,-1.8498586416244507,0.6155537962913513,1.5084173679351807,0.035796549171209335,0.39639121294021606,1.4966868162155151,-0.02823198027908802,0.6191972494125366,2.150672435760498,0.2707873582839966,0.406280517578125,2.174422025680542,0.17745544016361237,0.6036832332611084,2.6706676483154297,1.1584371328353882,0.381341814994812,2.6712751388549805,0.9306821227073669,0.6012277007102966,2.7578518390655518,1.2514547109603882,0.37331944704055786,2.7495484352111816,1.0011345148086548,0.5690039396286011,2.8945515155792236,0.9680566787719727,0.4190545082092285,2.896116256713867,0.6575513482093811
